,gene_category
BRSK2,
BRWD1,
BRWD3,
BSAC2A,
BSCL2,
BSDC1,
BSG,
BSN,
BSND,
BSPH1,
BSPRY,
BST1,
BST2,LPS Response
BSX,
BTAF1,
BTBD1,
BTBD10,
BTBD11,
BTBD12,
BTBD16,
BTBD17,
BTBD19,
BTBD2,
BTBD3,
BTBD6,
BTBD7,
BTBD9,
BTC,
BTD,
BTF3,
BTF3L4,
BTG1,
BTG2,
BTG3,
BTG4,
BTK,
BTLA,LPS Response
BTN1A1,
BTN2A2,
BTN3A3,
BTNL2,
BTNL3,
BTNL5,
BTNL6,
BTNL7,
BTNL9,
BUB1,
BUB1B,
BUB3,
BUD13,
BUD31,
BUTR1,
BV12S11J2S3,
BVES,
BXDC5,
BY080835,
BYSL,
BZRAP1,
BZW1,
BZW2,
C030002C11RIK,
C030006K11RIK,
C030016D13RIK,
C030017K20RIK,
C030019I05RIK,
C030023E24RIK,
C030030A07RIK,
C030034I22RIK,
C030034L19RIK,
C030039L03RIK,
C030044B11RIK,
C030046I01RIK,
C030048B08RIK,
C130022K22RIK,
C130026I21RIK,
C130026L21RIK,
C130036L24RIK,
C130039O16RIK,
C130050O18RIK,
C130060K24RIK,
C130071C03RIK,
C130073F10RIK,
C130074G19RIK,
C130079G13RIK,
C130080G10RIK,
C1D,
C1GALT1,
C1GALT1C1,
C1QA,
C1QB,
C1QBP,
C1QC,
C1QL1,
C1QL2,
C1QL3,
C1QL4,
C1QTNF1,
C1QTNF2,
C1QTNF3,
C1QTNF4,
C1QTNF5,
C1QTNF6,
C1QTNF7,
C1QTNF9,
C1RA,
C1RB,
C1RL,
C1S,
C2,
C230004F18RIK,
C230029F24RIK,
C230035I16RIK,
C230052I12RIK,
C230071H18RIK,
C230081A13RIK,
C230091D08RIK,
C230096C10RIK,
C2CD2,
C2CD2L,
C2CD3,
C2CD4A,
C2CD4B,
C2CD4C,
C2CD4D,
C3,
C330005M16RIK,
C330006K01RIK,
C330007P06RIK,
C330018D20RIK,
C330019G07RIK,
C330019L16RIK,
C330021F23RIK,
C330024D21RIK,
C330027C09RIK,
C330046G03RIK,
C3AR1,
C430048L16RIK,
C4A,
C4BP,
C4BP-PS1,
C530005A16RIK,
C530008M17RIK,
C530028O21RIK,
C5AR1,
C6,
C630004H02RIK,
C630043F03RIK,
C77080,
C77370,
C78339,
C79407,
C80913,
C85492,
C86187,
C86695,
C87414,
C87436,
C87499,
C87977,
C8A,
C8B,
C8G,
C9,
C920009B18RIK,
C920016K16RIK,
CAB39,
CAB39L,
CABC1,
CABIN1,
CABLES1,
CABLES2,
CABP1,
CABP2,
CABP4,
CABP5,
CABP7,
CABYR,
CACHD1,
CACNA1A,
CACNA1C,
CACNA1D,
CACNA1E,
CACNA1F,
CACNA1G,
CACNA1H,
CACNA1I,
CACNA1S,
CACNA2D1,
CACNA2D3,
CACNA2D4,
CACNB1,
CACNB2,
CACNB3,
CACNB4,
CACNG1,
CACNG2,
CACNG3,
CACNG4,
CACNG5,
CACNG6,
CACNG7,
CACNG8,
CACYBP,
CAD,
CADM2,
CADM3,
CADM4,
CADPS,
CADPS2,
CAGE1,
CALB1,
CALB2,
CALCA,
CALCB,
CALCOCO1,
CALCOCO2,
CALCR,
CALCRL,LPS Response
CALD1,
CALHM1,
CALHM2,
CALM1,
CALM2,
CALM3,
CALM4,
CALM5,
CALML3,
CALML4,
CALN1,
CALR,
CALR3,
CALR4,
CALU,
CALY,
CAMK1,
CAMK1D,
CAMK1G,
CAMK2B,
CAMK2D,
CAMK2G,
CAMK2N1,
CAMK2N2,
CAMK4,
CAMKK1,
CAMKV,
CAML,LPS Response
CAMP,
CAMP-GEFII,
CAMSAP1,
CAMSAP1L1,
CAMTA1,
CAMTA2,
CAND1,
CAND2,
CANT1,
CANX,
CAP1,
CAP2,
CAPG,
CAPN1,
CAPN10,
CAPN11,
CAPN12,
CAPN13,
CAPN2,
CAPN3,
CAPN5,
CAPN6,
CAPN7,
CAPN8,
CAPN9,
CAPNS1,
CAPNS2,
CAPRIN1,
CAPRIN2,
CAPS2,
CAPSL,
CAPZA1,
CAPZA2,
CAPZA3,
CAPZB,
CAR1,
CAR10,
CAR11,
CAR12,
CAR13,LPS Response
CAR14,
CAR15,
CAR2,
CAR3,
CAR4,LPS Response
CAR5A,
CAR5B,
CAR6,
CAR7,
CAR8,
CAR9,
CARD10,
CARD11,
CARD14,
CARD6,
CARD9,
CARF,
CARHSP1,LPS Response
CARKD,
CARM1,
CARNS1,
CARS,
CARS2,
CARTPT,
CASC1,
CASC3,
CASC4,
CASC5,
CASD1,
CASK,
CASKIN1,
CASKIN2,
CASP1,LPS Response
CASP11,LPS Response
CASP12,
CASP14,
CASP2,
CASP3,
CASP6,
CASP7,LPS Response
CASP8,
CASP8AP2,
CASP9,
CASQ1,
CASQ2,
CASR,
CASR-RS4,
CASS4,
CAST,
CASZ1,
CAT,
CATSPER1,
CATSPER2,
CATSPER3,
CATSPER4,
CATSPERB,
CATSPERG1,
CATSPERG2,
CAV1,LPS Response
CAV2,
CAV3,
CBARA1,
CBFA2T2,
CBFA2T3,
CBFB,
CBL,
CBLB,
CBLC,
CBLL1,
CBLN1,
CBLN2,
CBLN3,
CBLN4,
CBR1,
CBR2,
CBR3,
CBR4,
CBS,
CBWD1,
CBX1,
CBX2,
CBX3,
CBX4,
CBX5,
CBX7,
CBX8,
CBY1,
CBY3,
CC2D1A,
CC2D1B,
CC2D2A,
CCAR1,
CCBE1,
CCBL1,
CCBL2,
CCBP2,
CCDC101,
CCDC102A,
CCDC103,
CCDC104,
CCDC105,
CCDC106,
CCDC107,
CCDC108,
CCDC109A,
CCDC109B,
CCDC11,
CCDC110,
CCDC111,
CCDC112,
CCDC113,
CCDC114,
CCDC115,
CCDC116,
CCDC117,
CCDC12,
CCDC120,
CCDC121,
CCDC122,
CCDC123,
CCDC124,
CCDC125,
CCDC126,
CCDC127,
CCDC129,
CCDC13,
CCDC130,
CCDC132,
CCDC134,
CCDC135,
CCDC136,
CCDC137,
CCDC138,
CCDC14,
CCDC141,
CCDC142,
CCDC144B,
CCDC146,
CCDC147,
CCDC148,
CCDC15,
CCDC150,
CCDC151,
CCDC152,
CCDC153,
CCDC154,
CCDC155,
CCDC157,
CCDC158,
CCDC159,
CCDC160,
CCDC162,
CCDC163,
CCDC17,
CCDC18,
CCDC19,
CCDC21,
CCDC22,
CCDC23,
CCDC24,
CCDC25,LPS Response
CCDC27,
CCDC28A,
CCDC28B,
CCDC3,
CCDC30,
CCDC32,
CCDC33,
CCDC34,
CCDC36,
CCDC37,
CCDC38,
CCDC39,
CCDC40,
CCDC41,
CCDC42,
CCDC42B,
CCDC43,
CCDC45,
CCDC46,
CCDC47,
CCDC48,
CCDC50,
CCDC51,
CCDC52,
CCDC53,
CCDC54,
CCDC55,
CCDC56,
CCDC57,
CCDC58,
CCDC59,
CCDC6,
CCDC60,
CCDC61,
CCDC62,
CCDC63,
CCDC64,
CCDC64B,
CCDC65,
CCDC66,
CCDC67,
CCDC68,
CCDC69,
CCDC7,
CCDC70,
CCDC71,
CCDC72,
CCDC73,
CCDC74A,
CCDC75,
CCDC76,
CCDC77,
CCDC78,
CCDC79,
CCDC8,
CCDC80,
CCDC81,
CCDC82,
CCDC83,
CCDC84,
CCDC85A,
CCDC85B,
CCDC85C,
CCDC86,LPS Response
CCDC87,
CCDC88A,
CCDC88B,
CCDC88C,
CCDC89,
CCDC9,
CCDC90A,
CCDC90B,
CCDC91,
CCDC92,
CCDC93,
CCDC94,
CCDC96,
CCDC97,
CCDC99,
CCHCR1,
CCIN,
CCK,
CCKAR,
CCKBR,
CCL1,LPS Response
CCL11,
CCL12,LPS Response
CCL17,LPS Response
CCL19,
CCL2,LPS Response
CCL20,
CCL21A,
CCL21B,
CCL21C,
CCL22,LPS Response
CCL24,
CCL25,
CCL26,
CCL28,
CCL3,LPS Response
CCL4,LPS Response
CCL5,LPS Response
CCL6,
CCL7,LPS Response
CCL8,LPS Response
CCL9,
CCM2,
CCNA1,
CCNA2,
CCNB1,
CCNB1IP1,
CCNB2,
CCNB3,
CCNC,
CCND1,
CCND2,LPS Response
CCND3,
CCNDBP1,
CCNE1,
CCNE2,
CCNF,
CCNG1,
CCNG2,LPS Response
CCNH,
CCNI,
CCNJ,LPS Response
CCNJL,
CCNK,
CCNL1,
CCNL2,
CCNO,
CCNT1,
CCNT2,
CCNY,
CCNYL1,LPS Response
CCPG1,
CCR1,
CCR10,
CCR1L1,
CCR2,
CCR3,
CCR4,LPS Response
CCR5,
CCR6,
CCR7,LPS Response
CCR8,
CCR9,
CCRL1,
CCRL2,LPS Response
CCRN4L,
CCS,
CCT2,
CCT3,
CCT4,
CCT5,
CCT6A,
CCT6B,
CCT7,
CCT8,
CCT8L1,
CCZ1,
CD101,
CD109,
CD14,LPS Response
CD151,
CD160,
CD163,
CD163L1,
CD164,
CD164L2,
CD177,
CD180,LPS Response
CD19,
CD1D2,
CD2,
CD200,LPS Response
CD200R1,
CD200R2,
CD200R3,
CD200R4,
CD207,
CD209A,
CD209B,
CD209C,
CD209D,
CD209E,
CD209F,
CD22,
CD226,LPS Response
CD244,
CD247,
CD248,
CD24A,
CD27,
CD274,LPS Response
CD276,
CD28,
CD2AP,
CD2BP2,
CD300A,
CD300C,
CD300E,
CD300LB,
CD300LD,
CD300LF,
CD300LG,
CD300LH,
CD302,
CD320,
CD33,
CD34,
CD36,
CD37,
CD38,LPS Response
CD3D,
CD3E,
CD3EAP,
CD3G,
CD4,
CD40,LPS Response
CD40LG,
CD44,
CD46,
CD47,LPS Response
CD48,
CD5,
CD52,
CD53,
CD55,
CD59A,
CD59B,
CD5L,
CD6,
CD63,
CD68,
CD69,LPS Response
CD7,
CD70,LPS Response
CD72,LPS Response
CD74,
CD79A,
CD79B,
CD80,LPS Response
CD81,
CD82,
CD83,LPS Response
CD84,
CD86,LPS Response
CD8A,
CD8B1,
CD9,
CD93,
CD96,
CD97,
CD99L2,
CDA,
CDADC1,
CDC123,
CDC14A,
CDC14B,
CDC16,
CDC20,
CDC23,
CDC25A,
CDC25B,
CDC25C,
CDC26,
CDC27,
CDC34,
CDC37,
CDC37L1,
CDC40,
CDC42,
CDC42BPA,
CDC42BPB,
CDC42BPG,
CDC42EP1,
CDC42EP2,
CDC42EP3,
CDC42EP4,
CDC42EP5,
CDC42SE1,
CDC42SE2,
CDC45,
CDC5L,
CDC6,
CDC7,
CDC73,
CDCA2,
CDCA3,
CDCA4,
CDCA5,
CDCA7,
CDCA7L,
CDCA8,
CDCP1,
CDCP2,
CDH1,
CDH11,
CDH12,
CDH13,
CDH15,
CDH16,
CDH17,
CDH18,
CDH19,
CDH2,
CDH20,
CDH22,
CDH23,
CDH24,
CDH26,
CDH29,
CDH3,
CDH4,
CDH5,
CDH6,
CDH7,
CDH8,
CDH9,
CDHR1,
CDHR2,
CDHR3,
CDHR5,
CDIPT,
CDK1,
CDK10,
CDK11B,
CDK12,
CDK13,
CDK14,
CDK15,
CDK16,
CDK17,
CDK18,
CDK19,
CDK2,
CDK20,
CDK2AP1,
CDK2AP2,
CDK3,
CDK4,
CDK5,
CDK5R1,
CDK5R2,
CDK5RAP1,
CDK5RAP2,
CDK5RAP3,
CDK6,LPS Response
CDK7,
CDK8,
CDK9,
CDKAL1,
CDKL1,
CDKL2,
CDKL3,
CDKL4,
CDKL5,
CDKN1A,LPS Response
CDKN1B,
CDKN1C,
CDKN2A,
CDKN2AIP,
CDKN2AIPNL,
CDKN2B,
CDKN2C,
CDKN2D,
CDKN3,
CDNF,
CDO1,
CDON,
CDR1,
CDR2,
CDR2L,
CDRT4,
CDS1,
CDS2,
CDSN,
CDT1,
CDV3,
CDX1,
CDX2,
CDX4,
CDYL,LPS Response
CDYL2,LPS Response
CEACAM-PS1,
CEACAM1,
CEACAM10,
CEACAM11,
CEACAM12,
CEACAM13,
CEACAM14,
CEACAM15,
CEACAM16,
CEACAM18,
CEACAM19,
CEACAM2,
CEACAM20,
CEACAM5,
CEACAM9,
CEBPA,
CEBPB,
CEBPD,
CEBPE,
CEBPG,
CEBPZ,
CECR2,
CECR5,
CECR6,
CEL,
CELA1,
CELA2A,
CELA3B,
CELF1,
CELF2,
CELF3,
CELF4,
CELF5,
CELF6,
CELSR1,
CELSR2,
CELSR3,
CEND1,
CENPA,
CENPB,
CENPC1,
CENPE,
CENPF,
CENPH,
CENPI,
CENPJ,
CENPK,
CENPL,
CENPM,
CENPN,
CENPO,
CENPP,
CENPQ,
CENPT,
CENPV,
CENPW,
CEP110,
CEP120,
CEP135,
CEP152,
CEP164,
CEP170,
CEP192,
CEP250,
CEP290,
CEP55,
CEP57,
CEP57L1,
CEP63,
CEP68,
CEP70,
CEP72,
CEP76,
CEP78,
CEP97,
CEPT1,LPS Response
CER1,
CERCAM,
CERK,
CERKL,
CES1A,
CES1B,
CES1C,
CES1D,
CES1E,
CES1F,
CES1G,
CES2,
CES2A,
CES2C,
CES2E,
CES2F,
CES3A,
CES3B,
CES4A,
CES5A,
CES7,
CETN1,
CETN2,
CETN3,
CETN4,
CFB,LPS Response
CFC1,
CFD,
CFDP1,
CFH,
CFHR1,
CFHR2,
CFI,
CFL1,
CFL2,
CFLAR,LPS Response
CFP,
CFTR,
CGA,
CGGBP1,
CGN,
CGNL1,
CGREF1,
CGRRF1,
CH25H,LPS Response
CH29-166C20.9-001,
CHAC1,
CHAC2,LPS Response
CHAD,
CHADL,
CHAF1A,
CHAF1B,
CHAT,
CHCHD1,
CHCHD10,
CHCHD2,
CHCHD3,
CHCHD4,
CHCHD5,
CHCHD6,
CHCHD7,
CHCHD8,
CHD1,LPS Response
CHD1L,
CHD2,
CHD3,
CHD4,
CHD5,
CHD6,
CHD7,
CHD8,
CHD9,
CHDH,
CHEK1,
CHEK2,
CHERP,
CHFR,
CHGA,
CHGB,
CHI3L1,
CHI3L3,
CHI3L4,
CHIA,
CHIC1,
CHIC2,
CHID1,
CHIT1,
CHKA,
CHKB,
CHL1,
CHM,
CHML,
CHMP1A,
CHMP1B,
CHMP2A,
CHMP2B,
CHMP4B,LPS Response
CHMP4C,
CHMP5,
CHMP6,
CHMP7,
CHN1,
CHN2,
CHODL,
CHORDC1,
CHPF,
CHPF2,
CHPT1,
CHRAC1,
CHRD,
CHRDL1,
CHRDL2,
CHRM1,
CHRM2,
CHRM3,
CHRM4,
CHRM5,
CHRNA1,
CHRNA10,
CHRNA2,
CHRNA3,
CHRNA4,
CHRNA5,
CHRNA6,
CHRNA7,
CHRNA9,
CHRNB1,
CHRNB2,
CHRNB3,
CHRNB4,
CHRND,
CHRNE,
CHRNG,
CHST1,
CHST10,
CHST11,
CHST12,
CHST13,
CHST14,
CHST15,
CHST2,
CHST3,
CHST4,
CHST5,
CHST7,
CHST8,
CHST9,
CHSY1,
CHSY3,
CHTF18,
CHTF8,
CHUK,
CHURC1,
CIAO1,
CIAPIN1,
CIB1,
CIB2,
CIB3,
CIB4,
CIC,
CIDEA,
CIDEB,
CIDEC,
CIITA,
CILP,
CILP2,
CINP,
CIP7,
CIR1,
CIRBP,
CIRH1A,
CISD1,
CISD2,
CISD3,
CISH,
CIT,
CITED1,
CITED2,LPS Response
CITED4,
CIZ1,
CK137956,
CKAP2,
CKAP2L,
CKAP4,
CKB,
CKLF,
CKM,
CKMT1,
CKMT2,
CKS1B,
CKS2,
CLASP1,
CLASP2,
CLAST2,
CLCA1,
CLCA3,
CLCA4,
CLCA5,
CLCC1,
CLCF1,
CLCN1,
CLCN2,
CLCN3,
CLCN4-2,
CLCN5,
CLCN6,
CLCN7,
CLCNKA,
CLCNKB,
CLDN1,
CLDN10,
CLDN11,
CLDN12,
CLDN13,
CLDN14,
CLDN15,
CLDN16,
CLDN17,
CLDN18,
CLDN19,
CLDN2,
CLDN20,
CLDN22,
CLDN23,
CLDN24,
CLDN3,
CLDN4,
CLDN5,
CLDN6,
CLDN7,
CLDN8,
CLDN9,
CLDND1,
CLDND2,
CLEC10A,
CLEC11A,
CLEC12A,
CLEC12B,
CLEC14A,
CLEC16A,
CLEC18A,
CLEC1A,
CLEC1B,
CLEC2D,LPS Response
CLEC2E,
CLEC2G,
CLEC2H,
CLEC2I,
CLEC2L,
CLEC3A,
CLEC3B,
CLEC4A1,
CLEC4A2,
CLEC4A3,
CLEC4A4,
CLEC4B1,
CLEC4B2,
CLEC4D,LPS Response
CLEC4E,LPS Response
CLEC4F,
CLEC4G,
CLEC4N,
CLEC5A,
CLEC7A,
CLEC9A,
CLGN,
CLIC1,
CLIC3,
CLIC4,LPS Response
CLIC5,LPS Response
CLIC6,
CLINT1,
CLIP1,
CLIP2,
CLIP3,
CLIP4,
CLK1,
CLK2,
CLK3,
CLK4,
CLMN,
CLN3,
CLN5,
CLN6,
CLN8,
CLNK,
CLNS1A,
CLOCK,
CLP1,
CLPB,
CLPP,
CLPS,
CLPTM1,
CLPTM1L,
CLPX,
CLRN1,
CLRN2,
CLRN3,
CLSPN,
CLSTN1,
CLSTN2,
CLSTN3,
CLTA,
CLTB,
CLTC,
CLU,
CLUAP1,
CLVS1,
CLVS2,
CLYBL,
CMA1,
CMA2,
CMAH,
CMAS,
CMBL,
CMC1,
CMKLR1,
CML1,
CML2,
CML3,
CML5,
CMPK1,
CMPK2,LPS Response
CMTM2A,
CMTM2B,
CMTM3,
CMTM4,
CMTM5,
CMTM6,
CMTM7,
CMTM8,
CMYA5,
CNBP,
CNDP1,
CNDP2,
CNFN,
CNGA1,
CNGA2,
CNGA3,
CNGA4,
CNGB1,
CNGB3,
CNIH,
CNIH2,
CNIH3,
CNIH4,
CNKSR1,
CNKSR2,
CNKSR3,
CNN1,
CNN2,
CNN3,LPS Response
CNNM1,
CNNM2,
CNNM3,
CNNM4,
CNO,
CNOT1,
CNOT10,
CNOT2,
CNOT3,
CNOT4,
CNOT6,
CNOT6L,
CNOT7,
CNOT8,
CNP,
CNPY1,
CNPY2,
CNPY3,
CNPY4,
CNR1,
CNR2,
CNRIP1,
CNST,
CNTD1,
CNTF,
CNTFR,
CNTLN,
CNTN1,
CNTN2,
CNTN3,
CNTN4,
CNTN5,
CNTN6,
CNTNAP1,
CNTNAP2,
CNTNAP3,
CNTNAP4,
CNTNAP5A,
CNTNAP5B,
CNTNAP5C,
CNTROB,
COASY,
COBL,
COBLL1,
COBRA1,
COCH,LPS Response
COG1,
COG2,
COG3,
COG4,
COG5,
COG6,
COG7,
COG8,
COIL,
COL10A1,
COL11A1,
COL11A2,
COL12A1,
COL13A1,
COL14A1,
COL15A1,
COL16A1,
COL17A1,
COL18A1,
COL19A1,
COL1A1,
COL1A2,
COL20A1,
COL22A1,
COL23A1,
COL24A1,
COL25A1,
COL27A1,LPS Response
COL28A1,
COL2A1,
COL3A1,
COL4A1,
COL4A2,LPS Response
COL4A3,
COL4A3BP,
COL4A4,
COL4A5,
COL4A6,
COL5A1,
COL5A2,
COL5A3,
COL6A1,
COL6A2,
COL6A3,
COL6A4,
COL6A6,
COL7A1,
COL8A1,
COL8A2,
COL9A1,
COL9A2,
COL9A3,
COLEC10,
COLEC11,
COLEC12,
COLQ,
COMMD1,
COMMD10,
COMMD2,
COMMD3,
COMMD4,
COMMD5,
COMMD6,
COMMD7,
COMMD8,
COMMD9,
COMP,
COMT,
COMTD1,
COPA,
COPB1,
COPB2,
COPE1,
COPG,
COPG2,
COPS2,
COPS3,
COPS4,
COPS5,
COPS6,
COPS7A,
COPS7B,
COPS8,
COPZ1,
COPZ2,
COQ10A,
COQ10B,
COQ2,
COQ3,
COQ4,
COQ5,
COQ6,
COQ7,
COQ9,
CORIN,
CORO1A,
CORO1B,
CORO1C,
CORO2A,
CORO2B,
CORO6,
CORO7,
CORT,
COTL1,
COX10,
COX11,
COX15,
COX16,
COX17,
COX18,
COX19,
COX2,
COX4I1,
COX4I2,
COX4NB,
COX5A,
COX5B,
COX6A1,
COX6A2,
COX6B1,
COX6B2,
COX6C,
COX7A1,
COX7A2,
COX7A2L,
COX7B,
COX7B2,
COX7C,
COX8A,
COX8B,
COX8C,
CP,LPS Response
CPA1,
CPA2,
CPA3,
CPA4,
CPA5,
CPA6,
CPB1,
CPB2,
CPD,LPS Response
CPE,
CPEB1,
CPEB2,
CPEB3,
CPEB4,LPS Response
CPHX,
CPLX1,
CPLX2,
CPLX3,
CPLX4,
CPM,
CPN1,
CPN2,
CPNE1,
CPNE2,
CPNE3,
CPNE4,
CPNE5,
CPNE6,
CPNE7,
CPNE8,
CPNE9,
CPOX,
CPPED1,
CPS1,
CPSF1,
CPSF2,
CPSF3,
CPSF3L,
CPSF4,
CPSF4L,
CPSF6,
CPSF7,
CPT1A,
CPT1B,
CPT1C,
CPT2,
CPVL,
CPXCR1,
CPXM1,
CPXM2,
CPZ,
CR2,
CRABP1,
CRABP2,
CRADD,
CRAMP1L,
CRAT,
CRB1,
CRB2,
CRB3,
CRBN,
CRCP,
CRCT1,
CREB1,
CREB3,
CREB3L1,
CREB3L2,
CREB3L3,
CREB3L4,
CREBBP,
CREBL2,
CREBZF,
CREG1,
CREG2,
CRELD1,
CRELD2,
CREM,
CRH,
CRHBP,
CRHR1,
CRHR2,
CRIM1,
CRIP1,
CRIP2,
CRIP3,
CRIPT,
CRISP1,
CRISP2,
CRISP3,
CRISP4,
CRISPLD1,
CRISPLD2,
CRK,
CRKL,
CRLF1,
CRLF2,
CRLF3,LPS Response
CRLS1,
CRMP1,
CRNKL1,
CRNN,
CROCC,
CROT,
CRP,
CRRY,
CRTAC1,
CRTAM,
CRTAP,
CRTC1,
CRTC2,
CRTC3,
CRTR-1,
CRX,
CRXOS1,LPS Response
CRY1,
CRY2,
CRYAA,
CRYAB,
CRYBA1,
CRYBA2,
CRYBA4,
CRYBB1,
CRYBB2,
CRYBB3,
CRYBG3,
CRYGA,
CRYGB,
CRYGC,
CRYGD,
CRYGE,
CRYGF,
CRYGN,
CRYGS,
CRYL1,
CRYM,
CRYZ,
CRYZL1,
CS,
CSAD,
CSDA,
CSDC2,
CSDE1,
CSE1L,
CSF1,LPS Response
CSF1R,
CSF2,
CSF2RA,
CSF2RB,
CSF2RB2,
CSF3,LPS Response
CSF3R,
CSGALNACT1,
CSGALNACT2,
CSK,
CSL,
CSMD1,
CSMD2,
CSMD3,
CSN1S1,
CSN1S2A,
CSN1S2B,
CSN2,
CSN3,
CSNK1A1,
CSNK1D,
CSNK1E,
CSNK1G1,
CSNK1G2,
CSNK1G3,
CSNK2A1,
CSNK2A2,
CSNK2B,
CSNKA2IP,
CSPG4,
CSPG5,
CSPP1,
CSPRS,
CSRNP1,LPS Response
CSRNP2,
CSRNP3,
CSRP1,
CSRP2,
CSRP2BP,
CSRP3,
CST10,
CST11,
CST12,
CST13,
CST14,
CST3,
CST6,
CST7,LPS Response
CST8,
CST9,
CSTA,
CSTAD,
CSTB,
CSTF1,
CSTF2,
CSTF2T,
CSTF3,
CSTL1,
CTAG2,
CTAGE5,
CTBP1,
CTBP2,
CTBS,
CTC1,
CTCF,
CTCFL,
CTDNEP1,
CTDP1,
CTDSP1,
CTDSP2,
CTDSPL,
CTDSPL2,
CTF1,
CTF2,
CTGF,
CTH,
CTHRC1,
CTLA2A,
CTLA2B,
CTLA4,
CTNNA1,
CTNNA2,
CTNNA3,
CTNNAL1,
CTNNB1,
CTNNBIP1,
CTNNBL1,
CTNND1,
CTNND2,
CTNS,
CTPS,
CTPS2,
CTR9,
CTRB1,
CTRC,
CTRL,
CTS3,
CTS6,
CTS7,
CTS8,
CTS8-PS,
CTSA,
CTSB,
CTSC,
CTSD,
CTSE,
CTSF,
CTSG,
CTSH,
CTSJ,
CTSK,
CTSL,
CTSLL3,
CTSM,
CTSO,
CTSQ,
CTSR,
CTSS,
CTSW,
CTSZ,
CTTN,
CTTNBP2,
CTTNBP2NL,
CTU1,
CTU2,
CTXN1,
CTXN2,
CTXN3,
CUBN,
CUEDC1,
CUEDC2,
CUL1,
CUL2,
CUL3,
CUL4A,
CUL4B,
CUL5,
CUL7,
CUL9,
CUTA,
CUTC,
CUX1,
CUX2,
CUZD1,
CWC15,
CWC22,
CWC25,
CWC27,
CWF19L1,
CWF19L2,
CWH43,
CX3CL1,LPS Response
CX3CR1,
CXADR,
CXCL1,LPS Response
CXCL10,LPS Response
CXCL11,LPS Response
CXCL12,
CXCL13,
CXCL14,
CXCL15,
CXCL16,LPS Response
CXCL17,
CXCL2,LPS Response
CXCL3,LPS Response
CXCL5,LPS Response
CXCL9,LPS Response
CXCR1,
CXCR2,
CXCR3,
CXCR4,
CXCR5,
CXCR6,
CXCR7,
CXX1A,
CXX1B,
CXX1C,
CXXC1,
CXXC4,
CXXC5,
CYB5,
CYB561,
CYB561D1,
CYB561D2,
CYB5B,
CYB5D1,
CYB5D2,
CYB5R1,
CYB5R2,
CYB5R3,
CYB5R4,
CYB5RL,
CYBA,
CYBASC3,
CYBB,
CYBRD1,
CYC1,
CYCS,
CYCT,
CYFIP1,
CYFIP2,
CYGB,
CYHR1,
CYLC1,
CYLC2,
CYLD,
CYM,
CYP11A1,
CYP11B1,
CYP11B2,
CYP17A1,
CYP19A1,
CYP1A1,
CYP1A2,
CYP1B1,
CYP20A1,
CYP21A1,
CYP24A1,
CYP26A1,
CYP26B1,
CYP26C1,
CYP27A1,
CYP27B1,
CYP2A12,
CYP2A22,
CYP2A4,
CYP2A5,
CYP2AB1,
CYP2B10,
CYP2B13,
CYP2B19,
CYP2B23,
CYP2B9,
CYP2C29,
CYP2C37,
CYP2C38,
CYP2C39,
CYP2C40,
CYP2C44,
CYP2C50,
CYP2C54,
CYP2C55,
CYP2C65,
CYP2C67,
CYP2C68,
CYP2C69,
CYP2C70,
CYP2D11,
CYP2D12,
CYP2D13,
CYP2D22,
CYP2D26,
CYP2D34,
CYP2D37-PS,
CYP2D40,
CYP2D9,
CYP2E1,
CYP2F2,
CYP2G1,
CYP2J11-PS,
CYP2J12-PS,
CYP2J13,
CYP2J5,
CYP2J6,
CYP2J7-PS,
CYP2J8-PS,
CYP2J9,
CYP2R1,
CYP2S1,
CYP2T4,
CYP2U1,
CYP2W1,
CYP39A1,
CYP3A11,
CYP3A13,
CYP3A16,
CYP3A25,
CYP3A41A,
CYP3A44,
CYP3A57,
CYP3A59,
CYP46A1,
CYP4A10,
CYP4A12A,
CYP4A12B,
CYP4A14,
CYP4A29-PS,
CYP4A30B-PS,
CYP4A31,
CYP4A32,
CYP4B1,
CYP4F13,
CYP4F14,
CYP4F15,
CYP4F16,
CYP4F17,
CYP4F18,
CYP4F39,
CYP4F40,
CYP4F41-PS,
CYP4V3,
CYP4X1,
CYP51,
CYP7A1,
CYP7B1,
CYP8B1,
CYPT10,
CYPT12,
CYPT14,
CYPT15,
CYPT2-PS,
CYPT3,
CYPT8,
CYR61,
CYS1,
CYSLTR1,
CYSLTR2,
CYTB,
CYTH1,
CYTH2,
CYTH3,
CYTIP,
CYTL1,
CYYR1,
D030016E14RIK,
D030025P21RIK,
D030028A08RIK,
D030047H15RIK,
D030056L22RIK,
D0H4S114,
D10920,
D10JHU81E,
D10WSU102E,
D10WSU52E,
D11WSU47E,
D11WSU99E,
D130009I18RIK,
D130017N08RIK,
D130040H23RIK,
D130043K22RIK,
D14ABB1E,
D14ERTD449E,
D14ERTD668E,LPS Response
D15ERTD621E,
D16605,
D16ERTD472E,
D16H22S680E,
D17H6S53E,
D17H6S56E-3,
D17H6S56E-5,
D17WSU104E,
D17WSU92E,
D18ERTD653E,
D19BWG1357E,
D19ERTD386E,
D19ERTD652E,
D19ERTD737E,
D1BWG0212E,
D1ERTD622E,LPS Response
D1PAS1,
D230025D16RIK,
D230037D09RIK,
D2HGDH,
D2WSU81E,
D330012F22RIK,
D330022A01RIK,
D330028D13RIK,
